Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
627,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
628,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",5,34,0.597701149425,0.333333333333(0.862068965517),AB(All)
629,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0,0.0(0.888888888889),GP-DP(All)
630,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,58,0.514637904468,0.181818181818(0.847457627119),AB(All)
631,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.533333333333,0.266666666667(0.8),AB(All)
632,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0.533333333333,0.2(0.866666666667),AB(All)
633,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0,0.0(0.888888888889),GP-DP(All)
634,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.533333333333,0.2(0.866666666667),AB(All)
635,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.514637904468,0.181818181818(0.847457627119),AB(All)
636,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0,0.0(0.888888888889),GP-DP(All)
637,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.480431848853,0.153846153846(0.80701754386),AB(All)
638,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.533333333333,0.2(0.866666666667),AB(All)
639,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.533333333333,0.2(0.866666666667),AB(All)
640,"Energy,Spectral Centroid",2,4,0,0.0(0.888888888889),GP-DP(All)
641,"Energy,Spectral Centroid,Chroma Deviation",3,6,0.464285714286,0.142857142857(0.785714285714),AB(All)
642,"Energy,Spectral Centroid,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),KNN(All)
643,"Energy,Spectral Centroid,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),KNN(All)
644,"Energy,Spectral Centroid,MFCCs",3,30,0,0.0(0.888888888889),GP-DP(All)
645,"Energy,Spectral Centroid,MFCCs,Chroma Deviation",4,32,0,0.0(0.888888888889),GP-DP(All)
646,"Energy,Spectral Centroid,MFCCs,Chroma Vector",4,54,0,0.0(0.888888888889),GP-DP(All)
647,"Energy,Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",5,56,0,0.0(0.888888888889),GP-DP(All)
648,"Energy,Spectral Centroid,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
649,"Energy,Spectral Centroid,Spectral Rolloff,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
650,"Energy,Spectral Centroid,Spectral Rolloff,Chroma Vector",4,30,0.497126436782,0.166666666667(0.827586206897),AB(All)
651,"Energy,Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.497126436782,0.166666666667(0.827586206897),AB(All)
652,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs",4,32,0.62249614792,0.363636363636(0.881355932203),AB(All)
653,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
654,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.514637904468,0.181818181818(0.847457627119),AB(All)
655,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.533333333333,0.2(0.866666666667),AB(All)
656,"Energy,Spectral Centroid,Spectral Flux",3,6,0,0.0(0.888888888889),GP-DP(All)
657,"Energy,Spectral Centroid,Spectral Flux,Chroma Deviation",4,8,0.514637904468,0.181818181818(0.847457627119),AB(All)
658,"Energy,Spectral Centroid,Spectral Flux,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),KNN(All)
659,"Energy,Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
660,"Energy,Spectral Centroid,Spectral Flux,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
661,"Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",5,34,0,0.0(0.888888888889),GP-DP(All)
662,"Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",5,56,0,0.0(0.888888888889),GP-DP(All)
663,"Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.480431848853,0.153846153846(0.80701754386),AB(All)
664,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff",4,8,0.497126436782,0.166666666667(0.827586206897),AB(All)
665,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
666,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.576612903226,0.25(0.903225806452),AB(All)
667,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.533333333333,0.2(0.866666666667),AB(All)
668,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0,0.0(0.888888888889),GP-DP(All)
669,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0,0.0(0.888888888889),GP-DP(All)
670,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.574898785425,0.307692307692(0.842105263158),AB(All)
671,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.553734061931,0.222222222222(0.885245901639),AB(All)
672,"Energy,Spectral Centroid,Spectral Entropy",3,6,0.497126436782,0.166666666667(0.827586206897),AB(All)
673,"Energy,Spectral Centroid,Spectral Entropy,Chroma Deviation",4,8,0.480431848853,0.153846153846(0.80701754386),AB(All)
674,"Energy,Spectral Centroid,Spectral Entropy,Chroma Vector",4,30,0.514637904468,0.181818181818(0.847457627119),AB(All)
675,"Energy,Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
676,"Energy,Spectral Centroid,Spectral Entropy,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
677,"Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
678,"Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.497126436782,0.166666666667(0.827586206897),AB(All)
679,"Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553571428571,0.285714285714(0.821428571429),AB(All)
680,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(All)
681,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
682,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
683,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
684,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.533333333333,0.2(0.866666666667),AB(All)
685,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.514637904468,0.181818181818(0.847457627119),AB(All)
686,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),AB(All)
687,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.533333333333,0.2(0.866666666667),AB(All)
688,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux",4,8,0.480431848853,0.153846153846(0.80701754386),AB(All)
689,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
690,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
691,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
692,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",5,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
693,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0,0.0(0.888888888889),GP-DP(All)
694,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,58,0.514637904468,0.181818181818(0.847457627119),AB(All)
695,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.497126436782,0.166666666667(0.827586206897),AB(All)
696,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0,0.0(0.888888888889),GP-DP(All)
697,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0,0.0(0.888888888889),GP-DP(All)
698,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
699,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.497126436782,0.166666666667(0.827586206897),AB(All)
700,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0,0.0(0.888888888889),GP-DP(All)
701,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0,0.0(0.888888888889),GP-DP(All)
702,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.533333333333,0.266666666667(0.8),AB(All)
703,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.533333333333,0.2(0.866666666667),AB(All)
704,"Energy,Spectral Centroid,Spectral Spread",3,6,0.514637904468,0.181818181818(0.847457627119),AB(All)
705,"Energy,Spectral Centroid,Spectral Spread,Chroma Deviation",4,8,0.597701149425,0.333333333333(0.862068965517),AB(All)
706,"Energy,Spectral Centroid,Spectral Spread,Chroma Vector",4,30,0.533333333333,0.2(0.866666666667),AB(All)
707,"Energy,Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",5,32,0.533333333333,0.2(0.866666666667),AB(All)
708,"Energy,Spectral Centroid,Spectral Spread,MFCCs",4,32,0.533333333333,0.2(0.866666666667),AB(All)
709,"Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",5,34,0,0.0(0.888888888889),GP-DP(All)
710,"Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",5,56,0.514637904468,0.181818181818(0.847457627119),AB(All)
711,"Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.464285714286,0.142857142857(0.785714285714),AB(All)
712,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(All)
713,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
714,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",5,32,0.497126436782,0.166666666667(0.827586206897),AB(All)
715,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
716,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",5,34,0.533333333333,0.2(0.866666666667),AB(All)
717,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.533333333333,0.2(0.866666666667),AB(All)
718,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),AB(All)
719,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.533333333333,0.2(0.866666666667),AB(All)
720,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux",4,8,0.533333333333,0.2(0.866666666667),AB(All)
721,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",5,10,0.698275862069,0.5(0.896551724138),AB(All)
722,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",5,32,0.497126436782,0.166666666667(0.827586206897),AB(All)
723,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.464285714286,0.142857142857(0.785714285714),AB(All)
724,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",5,34,0.553571428571,0.285714285714(0.821428571429),AB(All)
725,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",6,36,0,0.0(0.888888888889),GP-DP(All)
726,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",6,58,0.533333333333,0.2(0.866666666667),AB(All)
727,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.514637904468,0.181818181818(0.847457627119),AB(All)
728,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",5,10,0,0.0(0.888888888889),GP-DP(All)
729,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.514637904468,0.181818181818(0.847457627119),AB(All)
730,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.533333333333,0.2(0.866666666667),AB(All)
731,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.553734061931,0.222222222222(0.885245901639),AB(All)
732,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0,0.0(0.888888888889),GP-DP(All)
733,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.497126436782,0.166666666667(0.827586206897),AB(All)
734,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.681238615665,0.444444444444(0.918032786885),AB(All)
735,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.553734061931,0.222222222222(0.885245901639),AB(All)
736,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy",4,8,0.62249614792,0.363636363636(0.881355932203),AB(All)
737,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
738,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector",5,32,0.533333333333,0.2(0.866666666667),AB(All)
739,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",6,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
740,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs",5,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
741,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",6,36,0.553734061931,0.222222222222(0.885245901639),AB(All)
742,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",6,58,0.597701149425,0.333333333333(0.862068965517),AB(All)
743,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.574898785425,0.307692307692(0.842105263158),AB(All)
744,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff",5,10,0,0.0(0.888888888889),GP-DP(All)
745,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,12,0,0.0(0.888888888889),GP-DP(All)
746,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
747,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.514637904468,0.181818181818(0.847457627119),AB(All)
748,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",6,36,0,0.0(0.888888888889),GP-DP(All)
749,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0,0.0(0.888888888889),GP-DP(All)
750,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.514637904468,0.181818181818(0.847457627119),AB(All)
751,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.533333333333,0.2(0.866666666667),AB(All)
752,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux",5,10,0.553734061931,0.222222222222(0.885245901639),AB(All)
753,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",6,12,0.533333333333,0.2(0.866666666667),AB(All)
754,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",6,34,0.553734061931,0.222222222222(0.885245901639),AB(All)
755,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.480431848853,0.153846153846(0.80701754386),AB(All)
756,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",6,36,0.597701149425,0.333333333333(0.862068965517),AB(All)
757,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.574898785425,0.307692307692(0.842105263158),AB(All)
758,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,60,0.533333333333,0.2(0.866666666667),AB(All)
759,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.43287037037,0.125(0.740740740741),AB(All)
760,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,12,0,0.0(0.888888888889),GP-DP(All)
761,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,14,0,0.0(0.888888888889),GP-DP(All)
762,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",7,36,0.497126436782,0.166666666667(0.827586206897),AB(All)
763,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.464285714286,0.142857142857(0.785714285714),AB(All)
764,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",7,38,0,0.0(0.888888888889),GP-DP(All)
765,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.497126436782,0.166666666667(0.827586206897),AB(All)
766,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.533333333333,0.2(0.866666666667),AB(All)
767,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.533333333333,0.2(0.866666666667),AB(All)
768,"Energy,Entropy of Energy",2,4,0,0.0(0.888888888889),GP-DP(All)
769,"Energy,Entropy of Energy,Chroma Deviation",3,6,0,0.0(0.888888888889),GP-DP(All)
770,"Energy,Entropy of Energy,Chroma Vector",3,28,0.514637904468,0.181818181818(0.847457627119),AB(All)
771,"Energy,Entropy of Energy,Chroma Vector,Chroma Deviation",4,30,0.533333333333,0.2(0.866666666667),AB(All)
772,"Energy,Entropy of Energy,MFCCs",3,30,0.514637904468,0.181818181818(0.847457627119),AB(All)
773,"Energy,Entropy of Energy,MFCCs,Chroma Deviation",4,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
774,"Energy,Entropy of Energy,MFCCs,Chroma Vector",4,54,0.533333333333,0.2(0.866666666667),AB(All)
775,"Energy,Entropy of Energy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0,0.0(0.888888888889),GP-DP(All)
776,"Energy,Entropy of Energy,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
777,"Energy,Entropy of Energy,Spectral Rolloff,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
778,"Energy,Entropy of Energy,Spectral Rolloff,Chroma Vector",4,30,0.597701149425,0.333333333333(0.862068965517),AB(All)
779,"Energy,Entropy of Energy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
780,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs",4,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
781,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0,0.0(0.888888888889),GP-DP(All)
782,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.533333333333,0.2(0.866666666667),AB(All)
783,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0,0.0(0.888888888889),GP-DP(All)
784,"Energy,Entropy of Energy,Spectral Flux",3,6,0,0.0(0.888888888889),GP-DP(All)
785,"Energy,Entropy of Energy,Spectral Flux,Chroma Deviation",4,8,0.464285714286,0.142857142857(0.785714285714),AB(All)
786,"Energy,Entropy of Energy,Spectral Flux,Chroma Vector",4,30,0.514637904468,0.181818181818(0.847457627119),AB(All)
787,"Energy,Entropy of Energy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),AB(All)
788,"Energy,Entropy of Energy,Spectral Flux,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
789,"Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.533333333333,0.2(0.866666666667),AB(All)
790,"Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.65,0.4(0.9),AB(All)
791,"Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0,0.0(0.888888888889),GP-DP(All)
792,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(All)
793,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
794,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.480431848853,0.153846153846(0.80701754386),AB(All)
795,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.597701149425,0.333333333333(0.862068965517),AB(All)
796,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.574898785425,0.307692307692(0.842105263158),AB(All)
797,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.576612903226,0.25(0.903225806452),AB(All)
798,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.574898785425,0.307692307692(0.842105263158),AB(All)
799,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.480431848853,0.153846153846(0.80701754386),AB(All)
800,"Energy,Entropy of Energy,Spectral Entropy",3,6,0,0.0(0.888888888889),GP-DP(All)
801,"Energy,Entropy of Energy,Spectral Entropy,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
802,"Energy,Entropy of Energy,Spectral Entropy,Chroma Vector",4,30,0.497126436782,0.166666666667(0.827586206897),AB(All)
803,"Energy,Entropy of Energy,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.497126436782,0.166666666667(0.827586206897),AB(All)
804,"Energy,Entropy of Energy,Spectral Entropy,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
805,"Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.553571428571,0.285714285714(0.821428571429),AB(All)
806,"Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.497126436782,0.166666666667(0.827586206897),AB(All)
807,"Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.480431848853,0.153846153846(0.80701754386),AB(All)
808,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff",4,8,0.576612903226,0.25(0.903225806452),KNN(All)
809,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(All)
810,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
811,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),AB(All)
812,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
813,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.497126436782,0.166666666667(0.827586206897),AB(All)
814,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.533333333333,0.2(0.866666666667),AB(All)
815,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0,0.0(0.888888888889),GP-DP(All)
816,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux",4,8,0,0.0(0.888888888889),GP-DP(All)
817,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
818,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0.533333333333,0.2(0.866666666667),AB(All)
