Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
1028,"Zero-crossing Rate,MFCCs",2,28,0,0.0(0.888888888889),GP-DP(All)
1029,"Zero-crossing Rate,MFCCs,Chroma Deviation",3,30,0.576612903226,0.25(0.903225806452),KNN(All)
1030,"Zero-crossing Rate,MFCCs,Chroma Vector",3,52,0.576612903226,0.25(0.903225806452),Linear SVM(All)
1031,"Zero-crossing Rate,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.576612903226,0.25(0.903225806452),GP-DP(All)
1032,"Zero-crossing Rate,Spectral Rolloff",2,4,0,0.0(0.888888888889),GP-DP(All)
1033,"Zero-crossing Rate,Spectral Rolloff,Chroma Deviation",3,6,0,0.0(0.888888888889),GP-DP(All)
1034,"Zero-crossing Rate,Spectral Rolloff,Chroma Vector",3,28,0,0.0(0.870967741935),GP-DP(All)
1035,"Zero-crossing Rate,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),AB(All)
1036,"Zero-crossing Rate,Spectral Rolloff,MFCCs",3,30,0,0.0(0.888888888889),GP-DP(All)
1037,"Zero-crossing Rate,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(All)
1038,"Zero-crossing Rate,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1039,"Zero-crossing Rate,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1040,"Zero-crossing Rate,Spectral Flux",2,4,0.533333333333,0.2(0.866666666667),AB(All)
1041,"Zero-crossing Rate,Spectral Flux,Chroma Deviation",3,6,0.43287037037,0.125(0.740740740741),AB(All)
1042,"Zero-crossing Rate,Spectral Flux,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),AB(All)
1043,"Zero-crossing Rate,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(All)
1044,"Zero-crossing Rate,Spectral Flux,MFCCs",3,30,0.514637904468,0.181818181818(0.847457627119),AB(All)
1045,"Zero-crossing Rate,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.533333333333,0.2(0.866666666667),AB(All)
1046,"Zero-crossing Rate,Spectral Flux,MFCCs,Chroma Vector",4,54,0.576612903226,0.25(0.903225806452),KNN(All)
1047,"Zero-crossing Rate,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1048,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
1049,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1050,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0,0.0(0.870967741935),GP-DP(All)
1051,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
1052,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
1053,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),AB(All)
1054,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0,0.0(0.852459016393),GP-DP(All)
1055,"Zero-crossing Rate,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),AB(All)
1056,"Zero-crossing Rate,Spectral Entropy",2,4,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1057,"Zero-crossing Rate,Spectral Entropy,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(All)
1058,"Zero-crossing Rate,Spectral Entropy,Chroma Vector",3,28,0,0.0(0.870967741935),GP-DP(All)
1059,"Zero-crossing Rate,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1060,"Zero-crossing Rate,Spectral Entropy,MFCCs",3,30,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1061,"Zero-crossing Rate,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0,0.0(0.888888888889),GP-DP(All)
1062,"Zero-crossing Rate,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.533333333333,0.2(0.866666666667),AB(All)
1063,"Zero-crossing Rate,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1064,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
1065,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
1066,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),Linear SVM(All)
1067,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.597701149425,0.333333333333(0.862068965517),AB(All)
1068,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
1069,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0,0.0(0.888888888889),GP-DP(All)
1070,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1071,"Zero-crossing Rate,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1072,"Zero-crossing Rate,Spectral Entropy,Spectral Flux",3,6,0.553571428571,0.285714285714(0.821428571429),AB(All)
1073,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.533333333333,0.266666666667(0.8),AB(All)
1074,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.533333333333,0.2(0.866666666667),AB(All)
1075,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.480431848853,0.153846153846(0.80701754386),AB(All)
1076,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
1077,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(All)
1078,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0,0.0(0.852459016393),GP-DP(All)
1079,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0,0.0(0.852459016393),GP-DP(All)
1080,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(All)
1081,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.514637904468,0.181818181818(0.847457627119),AB(All)
1082,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
1083,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1084,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0,0.0(0.888888888889),GP-DP(All)
1085,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0,0.0(0.870967741935),GP-DP(All)
1086,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.514637904468,0.181818181818(0.847457627119),AB(All)
1087,"Zero-crossing Rate,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0,0.0(0.852459016393),GP-DP(All)
1088,"Zero-crossing Rate,Spectral Spread",2,4,0.464285714286,0.142857142857(0.785714285714),AB(All)
1089,"Zero-crossing Rate,Spectral Spread,Chroma Deviation",3,6,0,0.0(0.888888888889),GP-DP(All)
1090,"Zero-crossing Rate,Spectral Spread,Chroma Vector",3,28,0.533333333333,0.2(0.866666666667),AB(All)
1091,"Zero-crossing Rate,Spectral Spread,Chroma Vector,Chroma Deviation",4,30,0.62249614792,0.363636363636(0.881355932203),GP-DP(All)
1092,"Zero-crossing Rate,Spectral Spread,MFCCs",3,30,0.576612903226,0.25(0.903225806452),RBF SVM(All)
1093,"Zero-crossing Rate,Spectral Spread,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(All)
1094,"Zero-crossing Rate,Spectral Spread,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1095,"Zero-crossing Rate,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.65,0.4(0.9),Linear SVM(All)
1096,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
1097,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
1098,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1099,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1100,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1101,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.576612903226,0.25(0.903225806452),KNN(All)
1102,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1103,"Zero-crossing Rate,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1104,"Zero-crossing Rate,Spectral Spread,Spectral Flux",3,6,0.597701149425,0.333333333333(0.862068965517),AB(All)
1105,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Chroma Deviation",4,8,0.480431848853,0.153846153846(0.80701754386),AB(All)
1106,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Chroma Vector",4,30,0.497126436782,0.166666666667(0.827586206897),AB(All)
1107,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
1108,"Zero-crossing Rate,Spectral Spread,Spectral Flux,MFCCs",4,32,0.480431848853,0.153846153846(0.80701754386),AB(All)
1109,"Zero-crossing Rate,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",5,34,0,0.0(0.870967741935),GP-DP(All)
1110,"Zero-crossing Rate,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",5,56,0,0.0(0.813559322034),GP-DP(All)
1111,"Zero-crossing Rate,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0,0.0(0.833333333333),GP-DP(All)
1112,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff",4,8,0.480431848853,0.153846153846(0.80701754386),AB(All)
1113,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.870967741935),GP-DP(All)
1114,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.497126436782,0.166666666667(0.827586206897),AB(All)
1115,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.553734061931,0.222222222222(0.885245901639),AB(All)
1116,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0,0.0(0.870967741935),GP-DP(All)
1117,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.514637904468,0.181818181818(0.847457627119),AB(All)
1118,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.576612903226,0.25(0.903225806452),AB(All)
1119,"Zero-crossing Rate,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1120,"Zero-crossing Rate,Spectral Spread,Spectral Entropy",3,6,0,0.0(0.888888888889),GP-DP(All)
1121,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
1122,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Chroma Vector",4,30,0.533333333333,0.2(0.866666666667),Linear SVM(All)
1123,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
1124,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,MFCCs",4,32,0.533333333333,0.2(0.866666666667),KNN(All)
1125,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.681238615665,0.444444444444(0.918032786885),KNN(All)
1126,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.533333333333,0.2(0.866666666667),Linear SVM(All)
1127,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1128,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(All)
1129,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
1130,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.65,0.4(0.9),Linear SVM(All)
1131,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
1132,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1133,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1134,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1135,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.65,0.4(0.9),Linear SVM(All)
1136,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux",4,8,0.513888888889,0.25(0.777777777778),AB(All)
1137,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0.448484848485,0.133333333333(0.763636363636),AB(All)
1138,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0.533333333333,0.2(0.866666666667),AB(All)
1139,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
1140,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",5,34,0.513888888889,0.25(0.777777777778),AB(All)
1141,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.533333333333,0.2(0.866666666667),KNN(All)
1142,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,58,0,0.0(0.833333333333),GP-DP(All)
1143,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(All)
1144,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1145,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1146,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.514637904468,0.181818181818(0.847457627119),AB(All)
1147,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),Linear SVM(All)
1148,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1149,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1150,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.553734061931,0.222222222222(0.885245901639),AB(All)
1151,"Zero-crossing Rate,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1152,"Zero-crossing Rate,Spectral Centroid",2,4,0,0.0(0.888888888889),GP-DP(All)
1153,"Zero-crossing Rate,Spectral Centroid,Chroma Deviation",3,6,0.448484848485,0.133333333333(0.763636363636),AB(All)
1154,"Zero-crossing Rate,Spectral Centroid,Chroma Vector",3,28,0.576612903226,0.25(0.903225806452),KNN(All)
1155,"Zero-crossing Rate,Spectral Centroid,Chroma Vector,Chroma Deviation",4,30,0.65,0.4(0.9),GP-DP(All)
1156,"Zero-crossing Rate,Spectral Centroid,MFCCs",3,30,0,0.0(0.888888888889),GP-DP(All)
1157,"Zero-crossing Rate,Spectral Centroid,MFCCs,Chroma Deviation",4,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
1158,"Zero-crossing Rate,Spectral Centroid,MFCCs,Chroma Vector",4,54,0,0.0(0.870967741935),GP-DP(All)
1159,"Zero-crossing Rate,Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
1160,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
1161,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
1162,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1163,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1164,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
1165,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.576612903226,0.25(0.903225806452),KNN(All)
1166,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1167,"Zero-crossing Rate,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1168,"Zero-crossing Rate,Spectral Centroid,Spectral Flux",3,6,0,0.0(0.870967741935),GP-DP(All)
1169,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Chroma Deviation",4,8,0,0.0(0.870967741935),GP-DP(All)
1170,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Chroma Vector",4,30,0,0.0(0.852459016393),GP-DP(All)
1171,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.533333333333,0.2(0.866666666667),AB(All)
1172,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,MFCCs",4,32,0,0.0(0.870967741935),GP-DP(All)
1173,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",5,34,0,0.0(0.870967741935),GP-DP(All)
1174,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",5,56,0.597701149425,0.333333333333(0.862068965517),AB(All)
1175,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(All)
1176,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff",4,8,0,0.0(0.870967741935),GP-DP(All)
1177,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.514637904468,0.181818181818(0.847457627119),KNN(All)
1178,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.533333333333,0.2(0.866666666667),Linear SVM(All)
1179,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.553734061931,0.222222222222(0.885245901639),AB(All)
1180,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0,0.0(0.870967741935),GP-DP(All)
1181,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.497126436782,0.166666666667(0.827586206897),KNN(All)
1182,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0,0.0(0.852459016393),GP-DP(All)
1183,"Zero-crossing Rate,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.574898785425,0.307692307692(0.842105263158),AB(All)
1184,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy",3,6,0,0.0(0.888888888889),GP-DP(All)
1185,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
1186,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Chroma Vector",4,30,0,0.0(0.870967741935),GP-DP(All)
1187,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1188,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
1189,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.464285714286,0.142857142857(0.785714285714),AB(All)
1190,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",5,56,0,0.0(0.870967741935),GP-DP(All)
1191,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.597701149425,0.333333333333(0.862068965517),AB(All)
1192,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff",4,8,0.448484848485,0.133333333333(0.763636363636),AB(All)
1193,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.888888888889),GP-DP(All)
1194,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1195,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.65,0.4(0.9),Linear SVM(All)
1196,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.576612903226,0.25(0.903225806452),KNN(All)
1197,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0,0.0(0.888888888889),GP-DP(All)
1198,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1199,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1200,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux",4,8,0.513888888889,0.25(0.777777777778),AB(All)
1201,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0.43287037037,0.125(0.740740740741),AB(All)
1202,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0,0.0(0.852459016393),GP-DP(All)
1203,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0,0.0(0.852459016393),GP-DP(All)
1204,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",5,34,0.533333333333,0.2(0.866666666667),AB(All)
1205,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.533333333333,0.2(0.866666666667),AB(All)
1206,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,58,0,0.0(0.852459016393),GP-DP(All)
1207,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.597701149425,0.333333333333(0.862068965517),AB(All)
1208,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0.553571428571,0.285714285714(0.821428571429),AB(All)
1209,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0,0.0(0.870967741935),GP-DP(All)
1210,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.574898785425,0.307692307692(0.842105263158),AB(All)
1211,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
1212,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0,0.0(0.888888888889),GP-DP(All)
