Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
439,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
440,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
441,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
442,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
443,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
444,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
445,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
446,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
447,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
448,"Entropy of Energy,Spectral Centroid,Spectral Spread",3,6,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
449,"Entropy of Energy,Spectral Centroid,Spectral Spread,Chroma Deviation",4,8,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
450,"Entropy of Energy,Spectral Centroid,Spectral Spread,Chroma Vector",4,30,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
451,"Entropy of Energy,Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",5,32,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
452,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs",4,32,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
453,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",5,34,0.65,0.4(0.9),KNN(All)
454,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",5,56,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
455,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
456,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff",4,8,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
457,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
458,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",5,32,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
459,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
460,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",5,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
461,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
462,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
463,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
464,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux",4,8,0.70303030303,0.533333333333(0.872727272727),AB(All)
465,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
466,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",5,32,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
467,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
468,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",5,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
469,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
470,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",6,58,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
471,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
472,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
473,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
474,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
475,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
476,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
477,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
478,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
479,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
480,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy",4,8,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
481,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Deviation",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
482,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector",5,32,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
483,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
484,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs",5,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
485,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
486,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",6,58,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
487,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
488,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
489,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
490,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
491,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
492,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
493,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
494,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
495,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
496,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux",5,10,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
497,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
498,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",6,34,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
499,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
500,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",6,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
501,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
502,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,60,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
503,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
504,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,12,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
505,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,14,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
506,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",7,36,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
507,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
508,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",7,38,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
509,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.65,0.4(0.9),KNN(All)
510,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
511,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.62249614792,0.363636363636(0.881355932203),AB(MRMR)
512,Energy,1,2,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
513,"Energy,Chroma Deviation",2,4,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
514,"Energy,Chroma Vector",2,26,0.576612903226,0.25(0.903225806452),GP-DP(All)
515,"Energy,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),GP-DP(All)
516,"Energy,MFCCs",2,28,0.62249614792,0.363636363636(0.881355932203),AB(CIFE)
517,"Energy,MFCCs,Chroma Deviation",3,30,0.62249614792,0.363636363636(0.881355932203),AB(CIFE)
518,"Energy,MFCCs,Chroma Vector",3,52,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
519,"Energy,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
520,"Energy,Spectral Rolloff",2,4,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
521,"Energy,Spectral Rolloff,Chroma Deviation",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
522,"Energy,Spectral Rolloff,Chroma Vector",3,28,0.576612903226,0.25(0.903225806452),GP-DP(All)
523,"Energy,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),GP-DP(All)
524,"Energy,Spectral Rolloff,MFCCs",3,30,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
525,"Energy,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
526,"Energy,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
527,"Energy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
528,"Energy,Spectral Flux",2,4,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
529,"Energy,Spectral Flux,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(All)
530,"Energy,Spectral Flux,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
531,"Energy,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
532,"Energy,Spectral Flux,MFCCs",3,30,0.576612903226,0.25(0.903225806452),KNN(All)
533,"Energy,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
534,"Energy,Spectral Flux,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
535,"Energy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
536,"Energy,Spectral Flux,Spectral Rolloff",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
537,"Energy,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
538,"Energy,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
539,"Energy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
540,"Energy,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
541,"Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
542,"Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
543,"Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
544,"Energy,Spectral Entropy",2,4,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
545,"Energy,Spectral Entropy,Chroma Deviation",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
546,"Energy,Spectral Entropy,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),AB(CFS)
547,"Energy,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
548,"Energy,Spectral Entropy,MFCCs",3,30,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
549,"Energy,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
550,"Energy,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
551,"Energy,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.65,0.4(0.9),Linear SVM(All)
552,"Energy,Spectral Entropy,Spectral Rolloff",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
553,"Energy,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),AB(All)
554,"Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
555,"Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
556,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
557,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
558,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
559,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
560,"Energy,Spectral Entropy,Spectral Flux",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
561,"Energy,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
562,"Energy,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),AB(All)
563,"Energy,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
564,"Energy,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
565,"Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
566,"Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
567,"Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
568,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
569,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
570,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
571,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
572,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
573,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.574898785425,0.307692307692(0.842105263158),AB(All)
574,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
575,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
576,"Energy,Spectral Spread",2,4,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
577,"Energy,Spectral Spread,Chroma Deviation",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
578,"Energy,Spectral Spread,Chroma Vector",3,28,0.65,0.4(0.9),GP-DP(All)
579,"Energy,Spectral Spread,Chroma Vector,Chroma Deviation",4,30,0.65,0.4(0.9),GP-DP(All)
580,"Energy,Spectral Spread,MFCCs",3,30,0.597701149425,0.333333333333(0.862068965517),AB(All)
581,"Energy,Spectral Spread,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
582,"Energy,Spectral Spread,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
583,"Energy,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.65,0.4(0.9),GP-DP(All)
584,"Energy,Spectral Spread,Spectral Rolloff",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
585,"Energy,Spectral Spread,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
586,"Energy,Spectral Spread,Spectral Rolloff,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
587,"Energy,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),Linear SVM(All)
588,"Energy,Spectral Spread,Spectral Rolloff,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
589,"Energy,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
590,"Energy,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
591,"Energy,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),Linear SVM(All)
592,"Energy,Spectral Spread,Spectral Flux",3,6,0.576612903226,0.25(0.903225806452),KNN(All)
593,"Energy,Spectral Spread,Spectral Flux,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(CFS)
594,"Energy,Spectral Spread,Spectral Flux,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),KNN(CFS)
595,"Energy,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(CFS)
596,"Energy,Spectral Spread,Spectral Flux,MFCCs",4,32,0.65,0.4(0.9),AB(All)
597,"Energy,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.576612903226,0.25(0.903225806452),KNN(CFS)
598,"Energy,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",5,56,0.576612903226,0.25(0.903225806452),KNN(CFS)
599,"Energy,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(CFS)
600,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff",4,8,0.576612903226,0.25(0.903225806452),KNN(CFS)
601,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(CFS)
602,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.576612903226,0.25(0.903225806452),KNN(CFS)
603,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(CFS)
604,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.576612903226,0.25(0.903225806452),KNN(CFS)
605,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.576612903226,0.25(0.903225806452),KNN(CFS)
606,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.576612903226,0.25(0.903225806452),KNN(CFS)
607,"Energy,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(CFS)
608,"Energy,Spectral Spread,Spectral Entropy",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
609,"Energy,Spectral Spread,Spectral Entropy,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
610,"Energy,Spectral Spread,Spectral Entropy,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
611,"Energy,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
612,"Energy,Spectral Spread,Spectral Entropy,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
613,"Energy,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.576612903226,0.25(0.903225806452),KNN(All)
614,"Energy,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
615,"Energy,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.65,0.4(0.9),Linear SVM(All)
616,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
617,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
618,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.576612903226,0.25(0.903225806452),Linear SVM(All)
619,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
620,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
621,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.62249614792,0.363636363636(0.881355932203),AB(All)
622,"Energy,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.574898785425,0.307692307692(0.842105263158),AB(All)
