Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
639,"Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
640,"Energy,Spectral Centroid",2,4,0.514637904468,0.181818181818(0.847457627119),AB(MRMR)
641,"Energy,Spectral Centroid,Chroma Deviation",3,6,0.62249614792,0.363636363636(0.881355932203),AB(CIFE)
642,"Energy,Spectral Centroid,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
643,"Energy,Spectral Centroid,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
644,"Energy,Spectral Centroid,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
645,"Energy,Spectral Centroid,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
646,"Energy,Spectral Centroid,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
647,"Energy,Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
648,"Energy,Spectral Centroid,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(MRMR)
649,"Energy,Spectral Centroid,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
650,"Energy,Spectral Centroid,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
651,"Energy,Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
652,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
653,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
654,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
655,"Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
656,"Energy,Spectral Centroid,Spectral Flux",3,6,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
657,"Energy,Spectral Centroid,Spectral Flux,Chroma Deviation",4,8,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
658,"Energy,Spectral Centroid,Spectral Flux,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
659,"Energy,Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
660,"Energy,Spectral Centroid,Spectral Flux,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
661,"Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
662,"Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
663,"Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
664,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff",4,8,0.514637904468,0.181818181818(0.847457627119),AB(CFS)
665,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
666,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
667,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
668,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
669,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
670,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
671,"Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
672,"Energy,Spectral Centroid,Spectral Entropy",3,6,0.576612903226,0.25(0.903225806452),KNN(CIFE)
673,"Energy,Spectral Centroid,Spectral Entropy,Chroma Deviation",4,8,0.618181818182,0.4(0.836363636364),AB(CFS)
674,"Energy,Spectral Centroid,Spectral Entropy,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
675,"Energy,Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
676,"Energy,Spectral Centroid,Spectral Entropy,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
677,"Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
678,"Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
679,"Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
680,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff",4,8,0.514637904468,0.181818181818(0.847457627119),AB(CFS)
681,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
682,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
683,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
684,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
685,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
686,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
687,"Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
688,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux",4,8,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
689,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
690,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
691,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
692,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
693,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
694,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
695,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
696,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0.497126436782,0.166666666667(0.827586206897),AB(CFS)
697,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
698,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
699,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
700,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
701,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
702,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
703,"Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
704,"Energy,Spectral Centroid,Spectral Spread",3,6,0.698275862069,0.5(0.896551724138),AB(CIFE)
705,"Energy,Spectral Centroid,Spectral Spread,Chroma Deviation",4,8,0.787878787879,0.666666666667(0.909090909091),AB(CFS)
706,"Energy,Spectral Centroid,Spectral Spread,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
707,"Energy,Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
708,"Energy,Spectral Centroid,Spectral Spread,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
709,"Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
710,"Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
711,"Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
712,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff",4,8,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
713,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
714,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
715,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
716,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
717,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
718,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
719,"Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
720,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux",4,8,0.798850574713,0.666666666667(0.931034482759),AB(CFS)
721,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",5,10,0.698275862069,0.5(0.896551724138),AB(All)
722,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
723,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
724,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
725,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
726,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
727,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
728,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",5,10,0,0.0(0.888888888889),GP-DP(MRMR)
729,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
730,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
731,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
732,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
733,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
734,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.681238615665,0.444444444444(0.918032786885),AB(All)
735,"Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
736,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy",4,8,0.70303030303,0.533333333333(0.872727272727),AB(CFS)
737,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Deviation",5,10,0.618181818182,0.4(0.836363636364),AB(CFS)
738,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
739,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
740,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
741,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
742,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
743,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
744,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff",5,10,0,0.0(0.888888888889),GP-DP(MRMR)
745,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
746,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
747,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
748,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
749,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
750,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
751,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
752,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux",5,10,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
753,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
754,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
755,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
756,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
757,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
758,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
759,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
760,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,12,0.497126436782,0.166666666667(0.827586206897),AB(CFS)
761,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,14,0.576612903226,0.25(0.903225806452),KNN(FCBF)
762,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",7,36,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
763,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.576612903226,0.25(0.903225806452),KNN(FCBF)
764,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",7,38,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
765,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
766,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
767,"Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.576612903226,0.25(0.903225806452),KNN(FCBF)
768,"Energy,Entropy of Energy",2,4,0.553571428571,0.285714285714(0.821428571429),AB(FCBF)
769,"Energy,Entropy of Energy,Chroma Deviation",3,6,0.602683178535,0.421052631579(0.78431372549),AB(CIFE)
770,"Energy,Entropy of Energy,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
771,"Energy,Entropy of Energy,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
772,"Energy,Entropy of Energy,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
773,"Energy,Entropy of Energy,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
774,"Energy,Entropy of Energy,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
775,"Energy,Entropy of Energy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
776,"Energy,Entropy of Energy,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(MRMR)
777,"Energy,Entropy of Energy,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
778,"Energy,Entropy of Energy,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
779,"Energy,Entropy of Energy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
780,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
781,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
782,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
783,"Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
784,"Energy,Entropy of Energy,Spectral Flux",3,6,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
785,"Energy,Entropy of Energy,Spectral Flux,Chroma Deviation",4,8,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
786,"Energy,Entropy of Energy,Spectral Flux,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
787,"Energy,Entropy of Energy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),AB(All)
788,"Energy,Entropy of Energy,Spectral Flux,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
789,"Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
790,"Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
791,"Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
792,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(MRMR)
793,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
794,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
795,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.597701149425,0.333333333333(0.862068965517),AB(All)
796,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
797,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
798,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
799,"Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
800,"Energy,Entropy of Energy,Spectral Entropy",3,6,0,0.0(0.888888888889),GP-DP(MRMR)
801,"Energy,Entropy of Energy,Spectral Entropy,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
802,"Energy,Entropy of Energy,Spectral Entropy,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
803,"Energy,Entropy of Energy,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
804,"Energy,Entropy of Energy,Spectral Entropy,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
805,"Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
806,"Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
807,"Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
808,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff",4,8,0.576612903226,0.25(0.903225806452),KNN(All)
809,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
810,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
811,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),AB(All)
812,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
813,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
814,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
815,"Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
816,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux",4,8,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
817,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
818,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
819,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
820,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
821,"Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.642857142857,0.428571428571(0.857142857143),AB(All)
